ACCLASS,VISIBILITY,LIGHT,INJURY,INVTYPE,INITDIR,DIVISION,COLLISION_DATE,COLLISION_YEAR,COLLISION_TIME,HOUR,WEATHER,NEIGHBOURHOOD
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,North,D14,2011-06-01,2011,2011-06-01T16:50:00Z,16,Clear,West Queen West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D53,2011-06-04,2011,2011-06-04T13:52:00Z,13,Clear,South Eglinton-Davisville
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2011-06-05,2011,2011-06-05T12:00:00Z,12,Clear,Fort York-Liberty Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D32,2011-06-05,2011,2011-06-05T13:30:00Z,13,Clear,Bedford Park-Nortown
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D31,2011-06-08,2011,2011-06-08T17:10:00Z,17,Clear,Black Creek
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D53,2011-06-09,2011,2011-06-09T16:00:00Z,16,Clear,Yonge-St.Clair
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D32,2011-06-10,2011,2011-06-10T18:58:00Z,18,Clear,Lansing-Westgate
Fatal,Clear,Daylight,Fatal,Pedestrian,West,D32,2011-06-11,2011,2011-06-11T13:08:00Z,13,Clear,Newtonbrook West
Non-Fatal Injury,Clear,Dark,Major,Cyclist,North,D51,2011-06-13,2011,2011-06-13T20:20:00Z,20,Clear,Church-Wellesley
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D53,2011-06-16,2011,2011-06-16T12:30:00Z,12,Clear,Bedford Park-Nortown
Fatal,Clear,Daylight,Minor,Pedestrian,South,D32,2011-06-17,2011,2011-06-17T14:32:00Z,14,Clear,Newtonbrook East
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D32,2011-06-17,2011,2011-06-17T14:32:00Z,14,Clear,Newtonbrook East
Non-Fatal Injury,Clear,Daylight,None,Pedestrian,North,D55,2011-06-22,2011,2011-06-22T17:07:00Z,17,Clear,South Riverdale
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D31,2011-06-27,2011,2011-06-27T22:25:00Z,22,Clear,York University Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D55,2011-06-28,2011,2011-06-28T15:30:00Z,15,Clear,Flemingdon Park
Fatal,Clear,Daylight,Major,Pedestrian,East,D32,2011-06-29,2011,2011-06-29T11:35:00Z,11,Clear,Westminster-Branson
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D32,2011-06-29,2011,2011-06-29T11:35:00Z,11,Clear,Westminster-Branson
Fatal,Clear,Dark,Fatal,Pedestrian,West,D42,2011-07-01,2011,2011-07-01T22:29:00Z,22,Clear,East L'Amoreaux
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2011-07-06,2011,2011-07-06T18:50:00Z,18,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D42,2011-07-08,2011,2011-07-08T16:00:00Z,16,Clear,Centennial Scarborough
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D53,2011-07-14,2011,2011-07-14T16:10:00Z,16,Clear,Yonge-St.Clair
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D33,2011-07-15,2011,2011-07-15T16:30:00Z,16,Clear,Banbury-Don Mills
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D55,2011-07-15,2011,2011-07-15T16:55:00Z,16,Clear,Blake-Jones
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D14,2011-07-15,2011,2011-07-15T23:44:00Z,23,Clear,South Parkdale
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D33,2011-07-18,2011,2020-11-07T18:28:00Z,18,Clear,Bayview Village
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D52,2011-07-20,2011,2011-07-20T18:00:00Z,18,Clear,Harbourfront-CityPlace
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D55,2011-07-21,2011,2011-07-21T16:45:00Z,16,Clear,The Beaches
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D23,2011-07-23,2011,2011-07-23T22:02:00Z,22,Adverse,West Humber-Clairville
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,East,D43,2011-07-28,2011,2011-07-28T13:54:00Z,13,Adverse,West Hill
Fatal,Clear,Daylight,Fatal,Pedestrian,East,D22,2011-08-02,2011,2011-08-02T12:36:00Z,12,Clear,New Toronto
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D14,2011-08-02,2011,2011-08-02T15:50:00Z,15,Clear,Annex
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D55,2011-08-03,2011,2011-08-03T13:22:00Z,13,Clear,Danforth
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,North,D12,2011-08-03,2011,2011-08-03T18:42:00Z,18,Adverse,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Dark,Major,Cyclist,West,D33,2011-08-04,2011,2011-08-04T23:01:00Z,23,Clear,Fenside-Parkwoods
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D52,2011-08-04,2011,2011-08-04T23:18:00Z,23,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D12,2011-08-06,2011,2011-08-06T13:35:00Z,13,Clear,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D42,2011-08-08,2011,2011-08-08T14:57:00Z,14,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D55,2011-08-09,2011,2011-08-09T21:41:00Z,21,Clear,O'Connor-Parkview
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D32,2011-08-11,2011,2011-08-11T15:30:00Z,15,Clear,Newtonbrook East
Fatal,Clear,Daylight,Fatal,Pedestrian,South,D32,2011-08-13,2011,2011-08-13T18:00:00Z,18,Clear,Newtonbrook West
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D52,2011-08-16,2011,2011-08-16T16:40:00Z,16,Clear,Harbourfront-CityPlace
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D55,2011-08-19,2011,2011-08-19T12:35:00Z,12,Clear,South Riverdale
Non-Fatal Injury,Clear,Dark,Major,Cyclist,East,D11,2011-08-19,2011,2011-08-19T21:28:00Z,21,Clear,High Park-Swansea
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D32,2011-08-23,2011,2011-08-23T19:05:00Z,19,Clear,East Willowdale
Non-Fatal Injury,Clear,Dusk,Major,Pedestrian,West,D32,2011-08-23,2011,2011-08-23T19:05:00Z,19,Clear,East Willowdale
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D53,2011-08-25,2011,2011-08-25T19:44:00Z,19,Clear,Yonge-St.Clair
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D11,2011-08-30,2011,2011-08-30T19:30:00Z,19,Clear,Roncesvalles
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D52,2011-08-31,2011,2011-08-31T18:30:00Z,18,Clear,Wellington Place
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D22,2011-09-01,2011,2011-09-01T20:35:00Z,20,Clear,Eringate-Centennial-West Deane
Non-Fatal Injury,Clear,Dark,Minor,Pedestrian,North,D22,2011-09-01,2011,2011-09-01T20:35:00Z,20,Clear,Eringate-Centennial-West Deane
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D42,2011-09-04,2011,2011-09-04T10:00:00Z,10,Clear,Agincourt North
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D55,2011-09-11,2011,2011-09-11T15:56:00Z,15,Clear,South Riverdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D55,2011-09-13,2011,2011-09-13T13:55:00Z,13,Clear,Woodbine-Lumsden
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D14,2011-09-13,2011,2011-09-13T19:58:00Z,19,Clear,Fort York-Liberty Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D52,2011-09-14,2011,2011-09-14T14:00:00Z,14,Clear,Bay-Cloverhill
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D12,2011-09-19,2011,2011-09-19T19:55:00Z,19,Adverse,Beechborough-Greenbrook
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D32,2011-09-20,2011,2011-09-20T17:23:00Z,17,Clear,Newtonbrook West
Non-Fatal Injury,Clear,Other,Major,Cyclist,South,D11,2011-09-21,2011,2011-09-21T22:33:00Z,22,Adverse,Little Portugal
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,North,D55,2011-09-21,2011,2011-09-21T23:28:00Z,23,Adverse,Woodbine Corridor
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D55,2011-09-22,2011,2011-09-22T16:17:00Z,16,Clear,O'Connor-Parkview
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,West,D14,2011-09-23,2011,2011-09-23T16:13:00Z,16,Adverse,University
Fatal,Rain,Dark,Fatal,Pedestrian,East,D23,2011-09-23,2011,2011-09-23T19:12:00Z,19,Adverse,West Humber-Clairville
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D22,2011-09-24,2011,2011-09-24T15:05:00Z,15,Clear,New Toronto
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D11,2011-09-25,2011,2011-09-25T13:00:00Z,13,Clear,Dufferin Grove
Non-Fatal Injury,Clear,Dark,Major,Cyclist,West,D31,2011-09-25,2011,2011-09-25T19:45:00Z,19,Clear,Humber Summit
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D43,2011-09-25,2011,2011-09-25T19:58:00Z,19,Clear,Bendale South
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D53,2011-09-27,2011,2011-09-27T19:05:00Z,19,Clear,Bedford Park-Nortown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D52,2011-09-30,2011,2011-09-30T15:15:00Z,15,Clear,Wellington Place
Non-Fatal Injury,Rain,Dark,Minor,Pedestrian,South,D22,2011-09-30,2011,2011-09-30T19:12:00Z,19,Adverse,New Toronto
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,South,D22,2011-09-30,2011,2011-09-30T19:12:00Z,19,Adverse,New Toronto
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D52,2011-10-03,2011,2011-10-03T16:09:00Z,16,Clear,Bay-Cloverhill
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D31,2011-10-06,2011,2011-10-06T19:45:00Z,19,Clear,Glenfield-Jane Heights
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,D41,2011-10-06,2011,2011-10-06T20:05:00Z,20,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D23,2011-10-07,2011,2020-11-10T07:14:00Z,7,Clear,Rexdale-Kipling
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D32,2011-10-07,2011,2011-10-07T10:10:00Z,10,Clear,Newtonbrook West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D12,2011-10-09,2011,2011-10-09T16:59:00Z,16,Clear,Beechborough-Greenbrook
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,None,D11,2011-10-12,2011,2011-10-12T13:00:00Z,13,Unknown,High Park North
Non-Fatal Injury,Clear,Dusk,Major,Pedestrian,Unknown,D31,2011-10-13,2011,2011-10-13T18:30:00Z,18,Clear,York University Heights
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,Unknown,D42,2011-10-19,2011,2011-10-19T19:46:00Z,19,Adverse,Tam O'Shanter-Sullivan
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,Unknown,D42,2011-10-19,2011,2011-10-19T19:46:00Z,19,Adverse,Tam O'Shanter-Sullivan
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D53,2011-10-19,2011,2011-10-19T21:04:00Z,21,Adverse,Yonge-St.Clair
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D51,2011-10-19,2011,2011-10-19T21:49:00Z,21,Adverse,Moss Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D51,2011-10-20,2011,2011-10-20T11:27:00Z,11,Clear,Downtown Yonge East
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D55,2011-10-24,2011,2011-10-24T15:15:00Z,15,Clear,South Riverdale
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D53,2011-10-24,2011,2011-10-24T18:35:00Z,18,Clear,Yonge-Eglinton
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,Unknown,D13,2011-10-26,2011,2011-10-26T19:38:00Z,19,Adverse,Casa Loma
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D52,2011-10-26,2011,2011-10-26T19:52:00Z,19,Adverse,Bay-Cloverhill
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D31,2011-10-28,2011,2011-10-28T15:10:00Z,15,Clear,Glenfield-Jane Heights
Non-Fatal Injury,Clear,Dark,None,Cyclist,North,D51,2011-10-29,2011,2011-10-29T19:20:00Z,19,Clear,Downtown Yonge East
Non-Fatal Injury,Clear,Dark,Major,Cyclist,North,D51,2011-10-29,2011,2011-10-29T19:20:00Z,19,Clear,Downtown Yonge East
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,North,D23,2011-10-29,2011,2011-10-29T20:20:00Z,20,Clear,Thistletown-Beaumond Heights
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D41,2011-10-30,2011,2011-10-30T20:00:00Z,20,Clear,Oakridge
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,South,D51,2011-10-31,2011,2011-10-31T10:30:00Z,10,Clear,Cabbagetown-South St.James Town
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D55,2011-11-04,2011,2011-11-04T14:50:00Z,14,Clear,East End-Danforth
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D14,2011-11-04,2011,2011-11-04T17:00:00Z,17,Clear,Dufferin Grove
Non-Fatal Injury,Clear,Other,Minor,Pedestrian,West,D14,2011-11-05,2011,2011-11-05T22:11:00Z,22,Clear,West Queen West
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D14,2011-11-05,2011,2011-11-05T22:11:00Z,22,Clear,West Queen West
Fatal,Clear,Daylight,Fatal,Cyclist,South,D11,2011-11-07,2011,2011-11-07T11:34:00Z,11,Clear,Little Portugal
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D52,2011-11-08,2011,2011-11-08T19:50:00Z,19,Clear,Kensington-Chinatown
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D33,2011-11-09,2011,2011-11-09T18:03:00Z,18,Adverse,Hillcrest Village
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D23,2011-11-11,2011,2011-11-11T21:35:00Z,21,Clear,Rexdale-Kipling
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D31,2011-11-13,2011,2011-11-13T18:55:00Z,18,Clear,Oakdale-Beverley Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D14,2011-11-15,2011,2011-11-15T10:45:00Z,10,Clear,Trinity-Bellwoods
Non-Fatal Injury,Clear,Dusk,Major,Pedestrian,North,D52,2011-11-16,2011,2011-11-16T16:55:00Z,16,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D55,2011-11-16,2011,2011-11-16T17:35:00Z,17,Clear,Flemingdon Park
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D55,2011-11-16,2011,2011-11-16T17:35:00Z,17,Clear,Flemingdon Park
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,None,D14,2011-11-22,2011,2011-11-22T18:51:00Z,18,Adverse,Kensington-Chinatown
Non-Fatal Injury,Rain,Other,Major,Pedestrian,East,D14,2011-11-22,2011,2011-11-22T21:45:00Z,21,Adverse,Annex
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D32,2011-11-23,2011,2011-11-23T11:08:00Z,11,Adverse,Clanton Park
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D32,2011-11-23,2011,2011-11-23T22:40:00Z,22,Clear,Bathurst Manor
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,North,D11,2011-11-24,2011,2011-11-24T14:40:00Z,14,Clear,High Park-Swansea
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D23,2011-11-24,2011,2011-11-24T20:17:00Z,20,Clear,West Humber-Clairville
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,West,D42,2011-11-25,2011,2011-11-25T15:56:00Z,15,Clear,West Rouge
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D33,2011-11-25,2011,2011-11-25T16:04:00Z,16,Clear,Banbury-Don Mills
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D53,2011-11-26,2011,2011-11-26T12:35:00Z,12,Clear,Mount Pleasant East
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D42,2011-11-29,2011,2011-11-29T16:35:00Z,16,Adverse,Steeles
Non-Fatal Injury,Rain,Other,Major,Pedestrian,South,D31,2011-11-29,2011,2011-11-29T17:46:00Z,17,Adverse,York University Heights
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D42,2011-11-29,2011,2011-11-29T19:00:00Z,19,Adverse,Morningside Heights
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D12,2011-12-01,2011,2011-12-01T10:02:00Z,10,Clear,Brookhaven-Amesbury
Fatal,Clear,Other,Fatal,Pedestrian,South,D41,2011-12-02,2011,2011-12-02T18:30:00Z,18,Clear,Wexford/Maryvale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D51,2011-12-04,2011,2011-12-04T16:20:00Z,16,Clear,Church-Wellesley
Non-Fatal Injury,Rain,Other,Major,Pedestrian,North,D41,2011-12-04,2011,2011-12-04T22:10:00Z,22,Adverse,Kennedy Park
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,East,D32,2011-12-05,2011,2011-12-05T15:27:00Z,15,Adverse,Newtonbrook West
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,South,D42,2011-12-05,2011,2011-12-05T18:30:00Z,18,Adverse,Agincourt North
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D42,2011-12-08,2011,2011-12-08T19:54:00Z,19,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Daylight,Minimal,Pedestrian,East,D55,2011-12-10,2011,2011-12-10T15:33:00Z,15,Clear,Old East York
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D55,2011-12-10,2011,2011-12-10T15:33:00Z,15,Clear,Old East York
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D52,2011-12-10,2011,2011-12-10T16:22:00Z,16,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D55,2011-12-10,2011,2011-12-10T22:52:00Z,22,Clear,South Riverdale
Non-Fatal Injury,Rain,Daylight,Major,Pedestrian,North,D33,2011-12-15,2011,2011-12-15T15:03:00Z,15,Adverse,Don Valley Village
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2011-12-20,2011,2011-12-20T14:30:00Z,14,Clear,Wellington Place
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D53,2011-12-21,2011,2011-12-21T17:10:00Z,17,Adverse,Bedford Park-Nortown
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,South,D12,2011-12-21,2011,2011-12-21T18:07:00Z,18,Clear,Keelesdale-Eglinton West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D53,2011-12-22,2011,2011-12-22T11:28:00Z,11,Clear,Thorncliffe Park
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D31,2011-12-22,2011,2011-12-22T13:45:00Z,13,Clear,Glenfield-Jane Heights
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D12,2011-12-25,2011,2011-12-25T10:00:00Z,10,Clear,Keelesdale-Eglinton West
Non-Fatal Injury,Rain,Daylight,Minimal,Cyclist,West,D13,2011-12-27,2011,2011-12-27T14:04:00Z,14,Adverse,Corso Italia-Davenport
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D22,2011-12-27,2011,2011-12-27T17:40:00Z,17,Adverse,Etobicoke City Centre
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D32,2011-12-28,2011,2011-12-28T13:39:00Z,13,Clear,Yorkdale-Glen Park
Non-Fatal Injury,Clear,Other,Major,Pedestrian,East,D42,2011-12-28,2011,2011-12-28T17:45:00Z,17,Clear,Agincourt North
Non-Fatal Injury,Rain,Dusk,Major,Pedestrian,East,D13,2011-12-30,2011,2011-12-30T18:26:00Z,18,Adverse,Briar Hill-Belgravia
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D52,2011-12-31,2011,2011-12-31T19:45:00Z,19,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,D41,2012-01-06,2012,2012-01-06T20:00:00Z,20,Adverse,Eglinton East
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,East,D32,2012-01-10,2012,2012-01-10T11:47:00Z,11,Clear,Bedford Park-Nortown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D53,2012-01-11,2012,2012-01-11T12:12:00Z,12,Clear,Yonge-St.Clair
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D33,2012-01-12,2012,2012-01-12T21:10:00Z,21,Adverse,Bayview Village
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D55,2012-01-18,2012,2012-01-18T10:20:00Z,10,Clear,Playter Estates-Danforth
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D13,2012-01-22,2012,2012-01-22T22:03:00Z,22,Clear,Forest Hill North
Non-Fatal Injury,Snow,Daylight,Major,Cyclist,East,D14,2012-01-24,2012,2012-01-24T13:08:00Z,13,Adverse,Annex
Non-Fatal Injury,Rain,Daylight,Major,Cyclist,East,D55,2012-01-26,2012,2012-01-26T14:17:00Z,14,Adverse,North Riverdale
Non-Fatal Injury,Rain,Other,Major,Pedestrian,Unknown,D33,2012-01-26,2012,2012-01-26T19:45:00Z,19,Adverse,Victoria Village
Non-Fatal Injury,Rain,Other,Major,Pedestrian,West,D55,2012-01-26,2012,2012-01-26T21:30:00Z,21,Adverse,South Riverdale
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D55,2012-01-27,2012,2012-01-27T18:00:00Z,18,Clear,South Riverdale
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D43,2012-02-01,2012,2012-02-01T21:00:00Z,21,Clear,Woburn North
Non-Fatal Injury,Clear,Other,Major,Pedestrian,South,D43,2012-02-01,2012,2012-02-01T23:17:00Z,23,Clear,West Hill
Non-Fatal Injury,Clear,Other,Major,Pedestrian,Unknown,D33,2012-02-03,2012,2012-02-03T18:20:00Z,18,Clear,Banbury-Don Mills
Fatal,Clear,Other,Fatal,Pedestrian,Unknown,D14,2012-02-06,2012,2012-02-06T23:03:00Z,23,Unknown,South Parkdale
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D53,2012-02-07,2012,2012-02-07T10:16:00Z,10,Clear,North Toronto
Non-Fatal Injury,Clear,Daylight,Minimal,Cyclist,North,D53,2012-02-07,2012,2012-02-07T13:27:00Z,13,Clear,Casa Loma
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D31,2012-02-08,2012,2012-02-08T16:23:00Z,16,Clear,Humbermede
Non-Fatal Injury,Other,Other,Major,Pedestrian,West,D52,2012-02-10,2012,2012-02-10T17:25:00Z,17,Clear,St Lawrence-East Bayfront-The Islands
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,North,D42,2012-02-12,2012,2012-02-12T15:42:00Z,15,Clear,Agincourt North
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2012-02-14,2012,2012-02-14T14:30:00Z,14,Adverse,West Queen West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D31,2012-02-15,2012,2012-02-15T15:26:00Z,15,Clear,Downsview
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,D32,2012-02-16,2012,2012-02-16T19:42:00Z,19,Adverse,Newtonbrook West
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,D32,2012-02-16,2012,2012-02-16T19:42:00Z,19,Adverse,Newtonbrook West
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D55,2012-02-20,2012,2012-02-20T15:05:00Z,15,Clear,North Riverdale
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,Unknown,NSA,2012-02-21,2012,2012-02-21T19:10:00Z,19,Adverse,NSA
Non-Fatal Injury,Clear,Dark,Minor,Pedestrian,None,D41,2012-02-25,2012,2012-02-25T20:40:00Z,20,Clear,Eglinton East
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,None,D41,2012-02-25,2012,2012-02-25T20:40:00Z,20,Clear,Eglinton East
Non-Fatal Injury,Clear,Dark,Major,Cyclist,West,D11,2012-02-27,2012,2012-02-27T20:20:00Z,20,Clear,Little Portugal
Non-Fatal Injury,Clear,Other,Major,Pedestrian,West,D32,2012-02-28,2012,2012-02-28T23:56:00Z,23,Clear,Clanton Park
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,West,D14,2012-02-29,2012,2012-02-29T18:49:00Z,18,Adverse,South Parkdale
Non-Fatal Injury,Rain,Dark,Major,Pedestrian,Unknown,D23,2012-02-29,2012,2012-02-29T20:23:00Z,20,Adverse,West Humber-Clairville
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D42,2012-03-01,2012,2012-03-01T19:51:00Z,19,Clear,Tam O'Shanter-Sullivan
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,West,D53,2012-03-02,2012,2012-03-02T11:00:00Z,11,Clear,North Toronto
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D41,2012-03-02,2012,2012-03-02T16:35:00Z,16,Clear,Clairlea-Birchmount
Non-Fatal Injury,Clear,Daylight,Minimal,Pedestrian,East,D51,2012-03-02,2012,2012-03-02T18:12:00Z,18,Clear,Moss Park
Non-Fatal Injury,Clear,Daylight,Minor,Pedestrian,North,D52,2012-03-03,2012,2012-03-03T15:15:00Z,15,Clear,Yonge-Bay Corridor
Non-Fatal Injury,Clear,Other,Major,Pedestrian,North,D41,2012-03-03,2012,2012-03-03T23:22:00Z,23,Clear,Birchcliffe-Cliffside
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,West,D55,2012-03-05,2012,2012-03-05T12:14:00Z,12,Clear,Taylor-Massey
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,Unknown,D55,2012-03-07,2012,2012-03-07T15:32:00Z,15,Clear,The Beaches
Non-Fatal Injury,Clear,Dark,Major,Pedestrian,East,D23,2012-03-14,2012,2020-12-03T14:51:00Z,14,Clear,Rexdale-Kipling
Non-Fatal Injury,Clear,Daylight,Major,Cyclist,East,D14,2012-03-14,2012,2012-03-14T15:50:00Z,15,Clear,Kensington-Chinatown
Non-Fatal Injury,Clear,Daylight,Major,Pedestrian,South,D43,2012-03-16,2012,2012-03-16T12:41:00Z,12,Clear,Eglinton East
